,ts_code,symbol,name,area,industry,list_date
303,000962.SZ,000962,东方钽业,宁夏,金属新材,20000120
304,000963.SZ,000963,华东医药,浙江,原料药,20000127
305,000966.SZ,000966,长源电力,湖北,火力发电,20000316
306,000967.SZ,000967,盈峰环境,浙江,环境监测,20000330
307,000968.SZ,000968,蓝焰控股,山西,煤炭开采,20000622
308,000969.SZ,000969,安泰科技,北京,金属新材,20000529
309,000970.SZ,000970,中科三环,北京,磁性材料,20000420
310,000973.SZ,000973,佛塑科技,广东,其他塑料,20000525
311,000975.SZ,000975,银泰黄金,内蒙,黄金,20000608
312,000976.SZ,000976,华铁股份,广东,轨道交通,20000601
313,000977.SZ,000977,浪潮信息,山东,电脑设备,20000608
314,000978.SZ,000978,桂林旅游,广西,旅游景点,20000518
315,000983.SZ,000983,山西焦煤,山西,煤炭开采,20000726
316,000985.SZ,000985,大庆华科,黑龙江,合成树脂,20000726
317,000987.SZ,000987,越秀金控,广东,多元金融,20000718
318,000988.SZ,000988,华工科技,湖北,激光设备,20000608
319,000989.SZ,000989,九芝堂,湖南,中成药,20000628
320,000990.SZ,000990,诚志股份,江西,信息化学,20000706
321,000993.SZ,000993,闽东电力,福建,水力发电,20000731
322,000995.SZ,000995,皇台酒业,甘肃,白酒,20000807
323,000996.SZ,000996,中国中期,北京,汽车服务,20000718
324,000997.SZ,000997,新大陆,福建,行业软件,20000807
325,000998.SZ,000998,隆平高科,湖南,种植业,20001211
326,000999.SZ,000999,华润三九,深圳,中成药,20000309
327,001696.SZ,001696,宗申动力,重庆,摩托车,19970306
328,001872.SZ,001872,招商港口,深圳,港口,19930505
329,001896.SZ,001896,豫能控股,河南,火力发电,19980122
330,001914.SZ,001914,招商积余,深圳,房产服务,19940928
331,001965.SZ,001965,招商公路,天津,路桥,20171225
332,001979.SZ,001979,招商蛇口,深圳,全国地产,20151230
333,002001.SZ,002001,新和成,浙江,原料药,20040625
334,002002.SZ,002002,鸿达兴业,江苏,合成树脂,20040625
335,002003.SZ,002003,伟星股份,浙江,服饰,20040625
336,002004.SZ,002004,华邦健康,重庆,农药,20040625
337,002006.SZ,002006,精功科技,浙江,专用机械,20040625
338,002007.SZ,002007,华兰生物,河南,生物制药,20040625
339,002009.SZ,002009,天奇股份,江苏,专用机械,20040629
340,002010.SZ,002010,传化智联,浙江,仓储物流,20040629
341,002011.SZ,002011,盾安环境,浙江,机械基件,20040705
342,002012.SZ,002012,凯恩股份,浙江,造纸,20040705
343,002013.SZ,002013,中航机电,湖北,航空制造,20040705
344,002014.SZ,002014,永新股份,安徽,其他塑料,20040708
345,002015.SZ,002015,协鑫能科,江苏,新型电力,20040708
346,002016.SZ,002016,世荣兆业,广东,区域地产,20040708
347,002017.SZ,002017,东信和平,广东,通信终端,20040713
348,002019.SZ,002019,亿帆医药,浙江,化学制药,20040713
349,002020.SZ,002020,京新药业,浙江,化学制药,20040715
350,002022.SZ,002022,科华生物,上海,生物制药,20040721
351,002023.SZ,002023,海特高新,四川,航空制造,20040721
352,002026.SZ,002026,山东威达,山东,专用机械,20040727
353,002027.SZ,002027,分众传媒,广东,广告营销,20040804
354,002029.SZ,002029,七匹狼,福建,服饰,20040806
355,002030.SZ,002030,达安基因,广东,生物制药,20040809
356,002033.SZ,002033,丽江股份,云南,旅游服务,20040825
357,002034.SZ,002034,旺能环境,浙江,环保工程,20040826
358,002035.SZ,002035,华帝股份,广东,厨卫电器,20040901
359,002036.SZ,002036,联创电子,江西,光学元件,20040903
360,002037.SZ,002037,保利联合,贵州,民爆用品,20040908
361,002038.SZ,002038,双鹭药业,北京,生物制药,20040909
362,002039.SZ,002039,黔源电力,贵州,水力发电,20050303
363,002040.SZ,002040,南京港,江苏,港口,20050325
364,002041.SZ,002041,登海种业,山东,种植业,20050418
365,002042.SZ,002042,华孚时尚,安徽,纺织,20050427
366,002043.SZ,002043,兔宝宝,浙江,其它建材,20050510
367,002044.SZ,002044,美年健康,江苏,医疗服务,20050518
368,002045.SZ,002045,国光电器,广东,元器件,20050523
369,002046.SZ,002046,国机精工,河南,机械基件,20050526
370,002048.SZ,002048,宁波华翔,浙江,汽车配件,20050603
371,002050.SZ,002050,三花智控,浙江,机械基件,20050607
372,002051.SZ,002051,中工国际,北京,基础建设,20060619
373,002053.SZ,002053,云南能投,云南,无机盐,20060627
374,002054.SZ,002054,德美化工,广东,合成树脂,20060725
375,002055.SZ,002055,得润电子,深圳,电子元件,20060725
376,002056.SZ,002056,横店东磁,浙江,磁性材料,20060802
377,002057.SZ,002057,中钢天源,安徽,磁性材料,20060802
378,002059.SZ,002059,云南旅游,云南,旅游景点,20060810
379,002060.SZ,002060,粤水电,广东,基础建设,20060810
380,002061.SZ,002061,浙江交科,浙江,基础建设,20060816
381,002063.SZ,002063,远光软件,广东,行业软件,20060823
382,002064.SZ,002064,华峰化学,浙江,氨纶,20060823
383,002065.SZ,002065,东华软件,北京,系统软件,20060823
384,002066.SZ,002066,瑞泰科技,北京,耐火材料,20060823
385,002067.SZ,002067,景兴纸业,浙江,造纸,20060915
386,002068.SZ,002068,黑猫股份,江西,炭黑,20060915
387,002073.SZ,002073,软控股份,山东,化工机械,20061018
388,002075.SZ,002075,沙钢股份,江苏,特种钢,20061025
389,002077.SZ,002077,大港股份,江苏,芯片封测,20061116
390,002078.SZ,002078,太阳纸业,山东,造纸,20061116
391,002079.SZ,002079,苏州固锝,江苏,芯片设计,20061116
392,002080.SZ,002080,中材科技,江苏,玻璃,20061120
393,002081.SZ,002081,金螳螂,江苏,装修装饰,20061120
394,002082.SZ,002082,万邦德,浙江,中成药,20061120
395,002083.SZ,002083,孚日股份,山东,家纺,20061124
396,002084.SZ,002084,海鸥住工,广东,家装,20061124
397,002085.SZ,002085,万丰奥威,浙江,汽车配件,20061128
398,002088.SZ,002088,鲁阳节能,山东,耐火材料,20061130
399,002090.SZ,002090,金智科技,江苏,电自动化,20061208
400,002091.SZ,002091,江苏国泰,江苏,贸易,20061208
401,002092.SZ,002092,中泰化学,新疆,合成树脂,20061208
402,002093.SZ,002093,国脉科技,福建,电信运营,20061215
403,002094.SZ,002094,青岛金王,山东,日用化工,20061215
404,002095.SZ,002095,生意宝,浙江,电子商务,20061215
405,002096.SZ,002096,南岭民爆,湖南,民爆用品,20061222
406,002097.SZ,002097,山河智能,湖南,工程机械,20061222
407,002098.SZ,002098,浔兴股份,福建,服饰,20061222
408,002099.SZ,002099,海翔药业,浙江,原料药,20061226
409,002100.SZ,002100,天康生物,新疆,饲料,20061226
410,002101.SZ,002101,广东鸿图,广东,汽车配件,20061229
411,002103.SZ,002103,广博股份,浙江,文具用品,20070110
412,002104.SZ,002104,恒宝股份,江苏,通信终端,20070110
413,002105.SZ,002105,信隆健康,深圳,自行车,20070112
414,002106.SZ,002106,莱宝高科,深圳,光学元件,20070112
415,002107.SZ,002107,沃华医药,山东,中成药,20070124
416,002108.SZ,002108,沧州明珠,河北,管材,20070124
417,002109.SZ,002109,兴化股份,陕西,其他原料,20070126
418,002110.SZ,002110,三钢闽光,福建,普钢,20070126
419,002111.SZ,002111,威海广泰,山东,航空制造,20070126
420,002112.SZ,002112,三变科技,浙江,输变电,20070208
421,002114.SZ,002114,罗平锌电,云南,铅锌,20070215
422,002115.SZ,002115,三维通信,浙江,广告营销,20070215
423,002116.SZ,002116,中国海诚,上海,建筑设计,20070215
424,002117.SZ,002117,东港股份,山东,包装印刷,20070302
425,002119.SZ,002119,康强电子,浙江,半导体,20070302
426,002120.SZ,002120,韵达股份,浙江,仓储物流,20070306
427,002121.SZ,002121,科陆电子,深圳,电自动化,20070306
428,002123.SZ,002123,梦网科技,辽宁,电信运营,20070328
429,002124.SZ,002124,天邦股份,浙江,饲料,20070403
430,002125.SZ,002125,湘潭电化,湖南,稀有金属,20070403
431,002126.SZ,002126,银轮股份,浙江,汽车配件,20070418
432,002127.SZ,002127,南极电商,江苏,电子商务,20070418
433,002128.SZ,002128,电投能源,内蒙,煤炭开采,20070418
434,002130.SZ,002130,沃尔核材,深圳,电线电缆,20070420
435,002132.SZ,002132,恒星科技,河南,钢加工,20070427
436,002134.SZ,002134,天津普林,天津,PCB,20070516
437,002135.SZ,002135,东南网架,浙江,房屋建筑,20070530
438,002136.SZ,002136,安纳达,安徽,钛白粉,20070530
439,002137.SZ,002137,实益达,深圳,LED,20070613
440,002138.SZ,002138,顺络电子,深圳,无源器件,20070613
441,002139.SZ,002139,拓邦股份,深圳,电子元件,20070629
442,002140.SZ,002140,东华科技,安徽,基础建设,20070712
443,002141.SZ,002141,贤丰控股,广东,电线电缆,20070720
444,002142.SZ,002142,宁波银行,浙江,银行,20070719
445,002144.SZ,002144,宏达高科,浙江,纺织,20070803
446,002145.SZ,002145,中核钛白,甘肃,钛白粉,20070803
447,002146.SZ,002146,荣盛发展,河北,全国地产,20070808
448,002148.SZ,002148,北纬科技,北京,互联服务,20070810
449,002149.SZ,002149,西部材料,陕西,稀有金属,20070810
450,002150.SZ,002150,通润装备,江苏,专用机械,20070810
451,002151.SZ,002151,北斗星通,北京,通信应用,20070813
452,002152.SZ,002152,广电运通,广东,金融设备,20070813
453,002153.SZ,002153,石基信息,北京,行业软件,20070813
454,002154.SZ,002154,报喜鸟,浙江,服饰,20070816
455,002155.SZ,002155,湖南黄金,湖南,黄金,20070816
